City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
348,Chamba,IN,32.5667,76.1333,23.46,81,64,1.54,broken clouds
349,Baoma,CN,31.4859,106.1128,25.88,80,0,1.32,clear sky
350,Eydhafushi,MV,5.1033,73.0708,28.14,72,100,2.48,overcast clouds
351,Harindanga,IN,22.0383,88.3214,29.99,80,100,2.71,overcast clouds
352,Lasa,IT,46.6166,10.7002,15.95,91,51,1.39,broken clouds
353,Waipawa,NZ,-41.4122,175.5153,10.35,82,100,5.11,overcast clouds
354,Staritsa,RU,56.5075,34.9354,16.4,83,78,7.49,broken clouds
355,Tolaga Bay,NZ,-38.3667,178.3,9.89,93,100,4.77,overcast clouds
356,Ratnagiri,IN,16.9833,73.3,25.96,84,100,7.33,light rain
357,Axim,GH,4.8699,-2.2405,25.04,86,51,3.33,broken clouds
358,Mount Darwin,ZW,-16.7725,31.5838,12.61,60,0,1.55,clear sky
359,Kovernino,RU,57.1253,43.8142,19.45,80,100,3.54,overcast clouds
360,Shuangyang,CN,43.5242,125.6736,17.86,98,100,3.73,overcast clouds
361,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,23.2,87,22,5.2,few clouds
362,Los Llanos De Aridane,ES,28.6585,-17.9182,21.86,91,75,6.17,broken clouds
363,Maceio,BR,-9.6658,-35.7353,22.69,100,75,3.09,broken clouds
364,Altamont,US,42.2068,-121.7372,34.32,21,1,1.34,clear sky
365,La Macarena,CO,2.1837,-73.7849,21.61,92,99,2.04,overcast clouds
366,Goksun,TR,38.021,36.4973,24.53,35,0,2.43,clear sky
367,Portland,US,45.5234,-122.6762,36.22,44,20,0.45,few clouds
368,Chimbote,PE,-9.0853,-78.5783,20.32,73,8,5.83,clear sky
369,Skjervoy,NO,70.0311,20.9714,8.87,79,76,6.96,broken clouds
370,Rakaia,NZ,-43.75,172.0167,7.62,82,100,8.92,light rain
371,Quatre Cocos,MU,-20.2078,57.7625,17.83,68,0,1.27,clear sky
372,Souillac,MU,-20.5167,57.5167,17.98,70,0,0.74,clear sky
373,Gumrak,RU,48.7826,44.3824,26.95,39,0,4.0,clear sky
374,Roald,NO,62.5833,6.1333,12.22,76,20,5.14,few clouds
375,Vila Velha,BR,-20.3297,-40.2925,23.31,77,0,0.51,clear sky
376,Banda Aceh,ID,5.5577,95.3222,26.23,78,95,5.9,overcast clouds
377,Slave Lake,CA,55.2834,-114.769,25.97,45,100,2.25,overcast clouds
378,Ostrovnoy,RU,68.0531,39.5131,12.03,93,65,2.92,broken clouds
379,Sungaipenuh,ID,-2.0833,101.3833,17.3,96,91,1.02,overcast clouds
380,Bonthe,SL,7.5264,-12.505,24.66,75,47,3.03,scattered clouds
381,Acarau,BR,-2.8856,-40.12,26.25,69,7,4.58,clear sky
382,Neya,RU,58.2972,43.8681,18.22,95,100,3.12,overcast clouds
383,Nibbar,TN,36.2941,8.7666,29.2,37,66,2.17,broken clouds
384,San Quintin,MX,30.4833,-115.95,26.17,56,2,6.5,clear sky
385,Kholodnyy,RU,62.7167,147.95,5.78,66,9,0.8,clear sky
386,Lexington,US,37.9887,-84.4777,26.62,45,1,0.45,clear sky
387,Yaan,NG,7.3833,8.5667,23.21,91,99,2.53,moderate rain
388,Plettenberg Bay,ZA,-34.0527,23.3716,13.3,81,4,1.66,clear sky
389,Chernyshevskiy,RU,63.0128,112.4714,14.55,56,75,2.67,broken clouds
390,Galesong,ID,-5.3166,119.3661,21.01,75,13,2.08,few clouds
391,Otjiwarongo,NA,-20.4637,16.6477,13.53,33,0,3.71,clear sky
392,Sanary-Sur-Mer,FR,43.1178,5.8001,22.71,70,6,3.13,clear sky
393,Uchiza,PE,-8.4592,-76.4633,25.87,68,33,0.3,scattered clouds
394,Pinega,RU,64.7001,43.3936,13.96,95,99,2.1,overcast clouds
395,Northfield,US,44.4583,-93.1616,29.54,36,75,2.57,broken clouds
396,Solnechnyy,RU,50.7214,136.6319,16.01,86,70,2.83,broken clouds
397,Rathenow,DE,52.6066,12.337,15.68,76,15,2.82,few clouds
398,Vasilsursk,RU,56.1275,46.0072,21.66,62,26,3.09,scattered clouds
399,Mozarlandia,BR,-14.7447,-50.5706,30.36,21,12,2.64,few clouds
400,Pangnirtung,CA,66.1451,-65.7125,8.96,83,97,2.87,overcast clouds
401,Lindi,TZ,-10.0,39.7167,19.39,87,11,1.84,few clouds
402,Sao Filipe,CV,14.8961,-24.4956,24.78,82,33,2.43,scattered clouds
403,Kurchum,KZ,48.5722,83.6542,20.39,41,0,2.01,clear sky
404,Tessalit,ML,20.1986,1.0114,33.42,29,46,0.99,scattered clouds
405,Dharchula,IN,29.85,80.5333,23.13,93,100,0.53,overcast clouds
406,Namatanai,PG,-3.6667,152.4333,26.23,82,24,2.89,few clouds
407,Hope,US,33.6671,-93.5916,29.64,73,61,1.71,broken clouds
408,Parana,AR,-31.732,-60.5238,17.51,43,0,1.98,clear sky
409,Westport,US,41.1415,-73.3579,28.19,48,1,0.45,clear sky
410,Yumen,CN,40.2833,97.2,18.89,21,80,0.75,broken clouds
411,Spas-Demensk,RU,54.4122,34.0226,15.42,94,47,2.37,scattered clouds
412,Maniitsoq,GL,65.4167,-52.9,8.21,93,100,2.36,overcast clouds
413,Fengzhen,CN,40.4394,113.1536,19.15,71,100,2.16,overcast clouds
414,Inirida,CO,3.8653,-67.9239,23.66,93,96,0.99,overcast clouds
415,Bilma,NE,18.6853,12.9164,36.16,12,5,4.56,clear sky
416,Kenai,US,60.5544,-151.2583,23.35,57,1,4.12,clear sky
417,Hasaki,JP,35.7333,140.8333,26.27,90,99,4.69,overcast clouds
418,Paka,MY,4.6374,103.4368,25.59,88,92,1.29,overcast clouds
419,Sorland,NO,67.667,12.6934,8.04,72,100,5.03,overcast clouds
420,Lompoc,US,34.6391,-120.4579,37.29,65,1,6.69,clear sky
421,Faya,SA,18.3851,42.4509,18.29,67,100,4.47,overcast clouds
422,Tautira,PF,-17.7333,-149.15,28.01,75,100,6.99,overcast clouds
423,Dauphin,CA,51.1494,-100.0502,34.48,16,56,5.18,broken clouds
424,Atar,MR,20.5169,-13.0499,34.59,32,13,3.02,few clouds
425,Santa Lucia,ES,27.9117,-15.5407,19.31,73,75,9.26,broken clouds
426,Great Yarmouth,GB,52.6083,1.7305,16.12,68,100,2.16,overcast clouds
427,Wadi Musa,JO,30.3222,35.4793,23.51,33,0,0.86,clear sky
428,Khudumelapye,BW,-23.8833,24.75,12.96,18,0,2.93,clear sky
429,Srednekolymsk,RU,67.45,153.6833,7.38,58,89,4.4,overcast clouds
430,Bani,DO,18.2833,-70.3333,28.25,61,97,6.33,overcast clouds
431,Tucuman,AR,-26.8241,-65.2226,22.0,23,7,4.63,clear sky
432,Maldonado,UY,-34.6667,-54.9167,8.46,88,30,2.14,scattered clouds
433,Puri,IN,19.8,85.85,29.1,75,100,3.73,overcast clouds
434,Alta Floresta,BR,-9.8756,-56.0861,34.07,22,42,3.12,scattered clouds
435,Praia,CV,14.9215,-23.5087,26.3,78,75,4.12,broken clouds
436,Bealanana,MG,-14.55,48.7333,12.5,97,1,1.13,clear sky
437,Gazanjyk,TM,39.2446,55.5154,31.38,16,82,1.59,broken clouds
438,Havre-Saint-Pierre,CA,50.2334,-63.5986,15.55,80,100,5.04,overcast clouds
439,Iskateley,RU,67.6803,53.1512,8.05,94,15,2.03,few clouds
440,Talnakh,RU,69.4865,88.3972,18.39,54,100,1.97,overcast clouds
441,Forbes,AU,-33.3833,148.0167,6.82,98,60,3.33,broken clouds
442,Sola,VU,-13.8833,167.55,24.37,65,75,2.57,broken clouds
443,Maua,BR,-23.6678,-46.4614,16.89,68,24,3.17,few clouds
444,Rorvik,NO,64.8621,11.2373,8.06,93,75,1.03,broken clouds
445,Hambantota,LK,6.1241,81.1185,25.98,82,100,8.08,overcast clouds
446,Mirabad,AF,30.4362,61.8383,31.68,11,0,9.92,clear sky
447,Huarmey,PE,-10.0681,-78.1522,20.66,72,3,4.81,clear sky
448,Altay,CN,47.8667,88.1167,16.89,42,0,2.29,clear sky
449,Culiacan,MX,24.7994,-107.3897,36.2,52,75,3.09,broken clouds
450,Dicabisagan,PH,17.0818,122.4157,27.32,76,100,1.52,light rain
451,Dalvik,IS,65.9702,-18.5286,12.98,91,100,0.88,overcast clouds
452,Yar-Sale,RU,66.8333,70.8333,12.84,94,100,2.82,overcast clouds
453,Dayong,CN,25.0209,118.2898,25.09,93,95,0.95,overcast clouds
454,Neiafu,TO,-18.65,-173.9833,24.38,73,40,2.57,scattered clouds
455,Karla,EE,59.3723,24.9275,17.54,79,20,3.09,light rain
456,Boende,CD,-0.2167,20.8667,26.4,58,100,0.78,overcast clouds
457,Gamba,GA,-2.65,10.0,23.31,86,70,1.87,broken clouds
458,Nantucket,US,41.2835,-70.0995,26.81,65,1,7.2,clear sky
459,Kaoma,ZM,-14.7833,24.8,13.53,47,0,2.51,clear sky
460,Poya,NC,-21.35,165.15,18.0,66,0,1.32,clear sky
461,Malayal,PH,7.208,121.942,26.3,83,88,1.41,light rain
462,Nogliki,RU,51.8333,143.1667,12.17,91,100,5.48,overcast clouds
463,Gubskaya,RU,44.3164,40.6358,20.53,71,3,2.5,clear sky
464,Vostok,RU,46.4856,135.8833,19.36,88,52,0.52,broken clouds
465,Nortelandia,BR,-14.4547,-56.8028,30.94,21,34,2.5,scattered clouds
466,Kehychivka,UA,49.2866,35.7615,20.41,89,73,4.73,light rain
467,Pakxan,LA,18.3778,103.6601,23.93,97,97,1.84,light rain
468,Santa Rosalia,MX,27.3167,-112.2833,33.21,46,100,3.44,overcast clouds
469,Constitucion,CL,-35.3333,-72.4167,15.62,63,0,4.9,clear sky
470,Neuquen,AR,-38.9516,-68.0591,18.94,34,0,3.09,clear sky
471,Nouadhibou,MR,20.931,-17.0347,20.76,87,57,8.63,broken clouds
472,Qaqortoq,GL,60.7167,-46.0333,12.28,92,92,3.22,overcast clouds
473,Cabedelo,BR,-6.9811,-34.8339,23.37,84,12,6.4,few clouds
474,Gat,IL,31.61,34.7642,29.11,47,0,2.13,clear sky
475,Kampene,CD,-3.6,26.6667,25.61,46,88,0.3,overcast clouds
476,Urumqi,CN,43.801,87.6005,21.53,27,0,5.0,clear sky
477,Magadan,RU,59.5667,150.8,10.08,54,0,4.1,clear sky
478,Carutapera,BR,-1.195,-46.02,24.43,87,61,2.92,broken clouds
479,Buala,SB,-8.145,159.5921,26.02,84,55,2.97,light rain
480,Gawler,AU,-34.6,138.7333,11.2,91,56,5.6,broken clouds
481,Kirkuk,IQ,35.4681,44.3922,33.56,26,0,5.23,clear sky
482,Fallon,US,39.4735,-118.7774,35.93,21,20,2.57,smoke
483,Oranjestad,AW,12.524,-70.027,29.97,70,20,11.83,few clouds
484,Barra Do Garcas,BR,-15.89,-52.2567,29.6,27,6,1.77,clear sky
485,Hegra,NO,63.4644,11.114,9.17,93,40,1.03,scattered clouds
486,Wagga Wagga,AU,-35.1167,147.3667,8.23,100,90,3.09,overcast clouds
487,Thyolo,MW,-16.0678,35.1405,11.99,42,0,1.09,clear sky
488,Aguimes,ES,27.9054,-15.4461,22.03,73,75,9.26,broken clouds
489,Moron,AR,-34.6534,-58.6198,15.94,42,0,0.45,clear sky
490,Ofunato,JP,39.0717,141.7167,24.76,97,100,2.55,overcast clouds
491,Davenda,RU,53.5556,119.317,13.58,94,100,1.21,light rain
492,San Carlos,VE,9.6612,-68.5827,24.21,94,93,2.81,overcast clouds
493,Muriwai Beach,NZ,-36.8167,174.45,13.57,84,27,8.93,scattered clouds
494,Bowen,AU,-20.0167,148.2333,17.07,85,8,2.86,clear sky
495,Kangaatsiaq,GL,68.3065,-53.4641,5.99,92,14,7.87,few clouds
496,Iskandar,UZ,41.5539,69.7008,27.47,35,46,4.19,scattered clouds
497,Svilajnac,RS,44.2337,21.1967,21.69,60,2,1.06,clear sky
498,Jeremie,HT,18.65,-74.1167,28.83,73,94,1.76,overcast clouds
499,Marquette,US,46.5333,-87.6335,25.2,49,71,0.89,broken clouds
500,Anadyr,RU,64.75,177.4833,4.28,100,75,8.94,light rain
501,Coahuayana,MX,18.7333,-103.6833,33.71,61,99,3.26,overcast clouds
502,Camargo,MX,27.6667,-105.1667,29.77,37,76,7.48,broken clouds
503,Moyale,KE,3.5167,39.0584,21.12,51,68,3.8,broken clouds
504,Ejido,VE,8.5514,-71.2375,23.7,72,100,2.72,overcast clouds
505,Ayan,RU,56.45,138.1667,11.92,91,100,4.43,light rain
506,Hirara,JP,24.8,125.2833,27.55,84,93,4.71,overcast clouds
507,Nanakuli,US,21.3906,-158.1547,28.97,57,20,7.72,few clouds
508,Ruza,RU,55.699,36.1952,21.08,75,83,5.49,broken clouds
509,Xian,CN,34.2583,108.9286,25.47,71,21,3.08,few clouds
510,Biloela,AU,-24.4167,150.5,13.05,89,0,1.61,clear sky
511,Zhigansk,RU,66.7697,123.3711,15.62,59,18,4.2,few clouds
512,Port Lincoln,AU,-34.7333,135.8667,10.78,61,57,9.75,broken clouds
513,Jaitaran,IN,26.2031,73.9364,26.66,82,100,7.48,very heavy rain
514,Khandyga,RU,62.6667,135.6,17.19,63,55,0.72,broken clouds
515,Ambon,ID,-3.6954,128.1814,26.45,82,40,3.46,scattered clouds
516,Patea,NZ,-39.7583,174.4833,9.81,92,100,4.55,moderate rain
517,Manggar,ID,-2.8833,108.2667,27.21,77,100,4.01,overcast clouds
518,Tezu,IN,27.9167,96.1667,24.0,96,98,1.81,overcast clouds
519,Rincon,US,32.296,-81.2354,33.28,61,75,2.57,broken clouds
520,Santiago Del Estero,AR,-27.7951,-64.2615,21.56,21,0,3.53,clear sky
521,Severnoye,RU,56.3491,78.3619,13.71,97,28,2.32,scattered clouds
522,Volnovakha,UA,47.601,37.4967,24.41,47,0,2.19,clear sky
523,Hollins,US,37.3413,-79.9431,29.67,42,20,1.54,few clouds
524,San Juan,AR,-31.5375,-68.5364,22.15,16,0,2.68,clear sky
525,Marawi,PH,7.9986,124.2928,20.36,88,97,2.84,overcast clouds
526,Chingirlau,KZ,51.095,54.0814,26.21,31,4,4.38,clear sky
527,Hervey Bay,AU,-25.2986,152.8535,17.06,89,5,5.67,clear sky
528,Lekoni,GA,-1.5843,14.2591,26.53,55,40,3.0,scattered clouds
529,Zhoucheng,CN,35.9122,116.3117,22.25,88,9,1.58,clear sky
530,Oga,IT,46.4631,10.347,11.0,89,47,1.39,scattered clouds
531,Berlevag,NO,70.8578,29.0864,8.97,76,0,0.0,clear sky
532,Hermiston,US,45.8404,-119.2895,37.75,35,1,0.89,haze
533,Urengoy,RU,65.9667,78.3667,14.62,84,18,2.86,light rain
534,Kudahuvadhoo,MV,2.6708,72.8944,27.71,72,100,2.7,overcast clouds
535,Hamilton,US,39.1834,-84.5333,26.77,50,40,1.34,scattered clouds
536,Sakakah,SA,29.9697,40.2064,32.48,13,0,3.32,clear sky
537,Kodinsk,RU,58.6881,99.1844,12.25,87,32,0.29,scattered clouds
538,Sinnamary,GF,5.3833,-52.95,26.57,83,54,3.7,broken clouds
539,Mardin,TR,37.3131,40.7436,28.13,27,11,1.67,few clouds
540,Magdagachi,RU,53.45,125.8,12.92,91,96,1.92,overcast clouds
541,Tena,EC,-0.9833,-77.8167,24.35,69,97,0.68,overcast clouds
542,Swan Hill,AU,-35.3378,143.5544,5.43,96,6,4.83,clear sky
543,Abnub,EG,27.2696,31.1511,33.07,15,1,2.26,clear sky
544,Coronado,US,32.6859,-117.1831,42.47,51,20,6.17,few clouds
545,Ostrov,RU,57.3439,28.3537,14.85,96,97,5.03,overcast clouds
546,Eyl,SO,7.9803,49.8164,26.13,64,61,11.99,broken clouds
547,Avila,ES,40.5833,-5.0,19.8,40,82,1.14,broken clouds
548,Beba,CU,22.4437,-79.7253,35.15,68,100,4.65,overcast clouds
549,Thurso,GB,58.5927,-3.5259,10.14,81,52,2.96,broken clouds
550,Gizo,SB,-8.103,156.8419,26.66,82,86,5.82,light rain
551,Namtsy,RU,62.7161,129.6658,15.06,67,97,1.43,overcast clouds
552,San Carlos De Bariloche,AR,-41.1456,-71.3082,13.86,54,75,7.2,broken clouds
553,Henties Bay,NA,-22.116,14.2845,18.81,61,0,0.75,clear sky
554,Camopi,GF,3.1655,-52.3158,26.07,74,91,1.04,overcast clouds
555,El Porvenir,HN,13.7617,-87.3458,31.49,43,100,4.16,overcast clouds
556,Bagan,RU,54.1001,77.6646,19.29,76,95,1.25,overcast clouds
557,Syracuse,IT,37.0881,15.2792,29.38,65,5,3.36,clear sky
558,Zvishavane,ZW,-20.3267,30.0665,14.25,29,0,0.43,clear sky
559,Ndioum,SN,16.5129,-14.6471,31.48,55,91,6.27,overcast clouds
560,Lorengau,PG,-2.0226,147.2712,27.48,80,18,3.66,few clouds
561,Kaspiyskiy,RU,45.3929,47.3707,26.68,69,5,3.55,clear sky
562,Pontianak,ID,-0.0333,109.3333,24.99,88,90,1.03,overcast clouds
563,Mattru,SL,7.6244,-11.8332,22.42,85,28,1.43,scattered clouds
564,Xai-Xai,MZ,-25.0519,33.6442,20.29,74,2,6.1,clear sky
565,Pennagaram,IN,12.1333,77.9,23.44,72,98,2.37,overcast clouds
566,Brits,ZA,-25.6347,27.7802,16.82,25,0,6.25,clear sky
567,Kalianget,ID,-7.05,113.9333,25.82,81,35,2.47,scattered clouds
568,Bakel,SN,14.905,-12.4568,27.02,79,93,5.13,overcast clouds
569,Ginir,ET,7.1333,40.7,17.4,56,100,6.35,overcast clouds
570,Fujin,CN,47.26,132.0322,24.26,74,89,3.93,overcast clouds
571,Parsabad,IR,39.6482,47.9174,27.88,28,84,1.2,broken clouds
572,Saint-Georges,GD,12.0564,-61.7485,27.65,75,17,4.33,few clouds
573,Shizunai,JP,42.3339,142.3669,23.29,90,100,2.83,overcast clouds
574,Cumpas,MX,29.9833,-109.7833,37.15,27,2,2.32,clear sky
575,Epe,NG,6.5841,3.9834,23.94,92,100,1.91,light rain
576,Taganak,PH,6.0833,118.3,28.86,73,56,3.21,broken clouds
577,Mitu,CO,1.1983,-70.1733,25.65,70,95,1.05,overcast clouds
578,San Policarpo,PH,12.1791,125.5072,27.58,79,100,4.32,overcast clouds
579,Karratha,AU,-20.7377,116.8463,15.42,25,6,7.54,clear sky
580,Zhovtneve,UA,50.6637,24.2492,14.12,91,17,2.89,few clouds
581,Siocon,PH,7.7061,122.1353,26.14,87,95,2.0,overcast clouds
582,Ahipara,NZ,-35.1667,173.1667,12.23,82,2,12.19,clear sky
583,Suntar,RU,62.1444,117.6319,13.71,91,38,0.88,scattered clouds
584,Inhambane,MZ,-23.865,35.3833,19.75,80,0,4.77,clear sky
585,Maltahohe,NA,-24.8333,16.9833,13.06,27,0,2.57,clear sky
586,Altamira,BR,-3.2033,-52.2064,28.63,57,55,1.17,broken clouds
587,Celestun,MX,20.8667,-90.4,30.21,67,21,7.05,few clouds
588,Comodoro Rivadavia,AR,-45.8667,-67.5,16.92,36,20,8.75,few clouds
589,Saint-Pierre,RE,-21.3393,55.4781,19.82,57,0,3.09,clear sky
590,Kalemie,CD,-5.9475,29.1947,21.42,57,0,0.77,clear sky
591,Omboue,GA,-1.5746,9.2618,24.16,85,98,2.65,overcast clouds
592,Camacha,PT,33.0833,-16.3333,21.41,78,40,5.66,scattered clouds
593,Tabas,IR,33.5959,56.9244,30.08,11,0,2.37,clear sky
594,San Andres,CO,12.5847,-81.7006,31.01,74,75,4.63,broken clouds
595,Rio Gallegos,AR,-51.6226,-69.2181,6.84,57,29,15.33,scattered clouds
596,Puerto Escondido,MX,15.85,-97.0667,32.46,62,40,3.6,scattered clouds
597,Dargaville,NZ,-35.9333,173.8833,11.74,86,5,10.76,clear sky
598,Quesnel,CA,52.9999,-122.5029,29.28,42,1,2.06,haze
599,Malanje,AO,-9.5402,16.341,21.34,23,0,0.85,clear sky
600,Ternate,ID,0.8,127.4,27.39,77,59,3.28,broken clouds
601,Marzuq,YE,14.4,46.4667,28.16,53,97,1.54,overcast clouds
602,Smolyaninovo,RU,43.2956,132.4675,21.7,95,95,1.6,overcast clouds
603,Ouro Preto Do Oeste,BR,-10.7481,-62.2158,33.58,20,16,2.82,few clouds
604,Selikhino,RU,50.3672,137.4996,17.21,86,19,4.37,few clouds
605,Toumodi,CI,6.5613,-5.0158,23.29,84,90,1.35,overcast clouds
606,Kalashnikovo,RU,57.2824,35.2262,15.92,92,87,7.05,overcast clouds
607,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,11.33,87,75,1.0,light rain
608,Laguna,US,38.421,-121.4238,36.91,22,1,1.79,clear sky
609,Varhaug,NO,58.6147,5.6457,12.49,68,65,8.27,broken clouds
610,Mitsamiouli,KM,-11.3847,43.2844,24.66,70,0,0.78,clear sky
611,Itarema,BR,-2.9248,-39.9167,26.07,69,6,4.63,clear sky
612,Kericho,KE,-0.3677,35.2831,13.19,83,99,1.5,overcast clouds
613,Port Macquarie,AU,-31.4333,152.9167,14.94,100,90,4.12,light rain
614,Guerrero Negro,MX,27.9769,-114.0611,29.55,45,14,5.31,few clouds
615,Olafsvik,IS,64.8945,-23.7142,11.84,81,100,1.87,overcast clouds
616,Turukhansk,RU,65.8167,87.9833,16.48,76,100,4.71,overcast clouds
617,La Peca,PE,-5.6111,-78.435,25.04,57,56,2.89,light rain
618,Reconquista,AR,-29.15,-59.65,16.4,38,0,2.22,clear sky
619,Roma,US,43.2128,-75.4557,23.92,53,20,0.45,few clouds
620,Hailey,US,43.5196,-114.3153,23.92,60,75,0.0,light rain
621,Lajedo,BR,-8.6636,-36.32,17.97,97,68,4.26,broken clouds
622,Kruisfontein,ZA,-34.0033,24.7314,9.94,94,0,2.62,clear sky
623,Shenjiamen,CN,29.9576,122.298,25.98,93,96,4.77,moderate rain
624,Kandrian,PG,-6.2167,149.55,25.57,86,76,2.61,light rain
625,Gibara,CU,21.1097,-76.1317,33.62,65,100,6.45,overcast clouds
626,Georgiyevka,KZ,43.0369,74.7114,20.02,64,20,2.0,few clouds
627,Borovskoy,KZ,53.8,64.15,18.5,63,87,1.7,overcast clouds
628,Flin Flon,CA,54.7682,-101.865,33.71,20,6,2.63,clear sky
629,Fereydun Kenar,IR,36.6864,52.5225,26.17,72,99,2.66,overcast clouds
630,Mokolo,CM,10.7398,13.8019,22.89,83,95,2.32,light rain
631,Mezen,RU,65.8522,44.24,13.35,96,50,2.38,scattered clouds
632,Young,UY,-32.6833,-57.6333,11.26,64,0,1.38,clear sky
633,Popondetta,PG,-8.7537,148.2534,22.82,88,71,1.23,broken clouds
634,Baruun-Urt,MN,46.6806,113.2792,16.61,52,93,2.01,overcast clouds
635,Chicama,PE,-7.8447,-79.1469,19.3,61,1,4.38,clear sky
636,Kaura Namoda,NG,12.5898,6.5779,25.37,78,100,3.76,overcast clouds
637,Tazovskiy,RU,67.4667,78.7,13.15,85,73,3.03,broken clouds
638,Yaritagua,VE,10.08,-69.1261,25.91,73,75,5.64,light rain
639,Dhidhdhoo,MV,6.8833,73.1,27.97,72,98,3.34,overcast clouds
640,Dom Pedrito,BR,-30.9828,-54.6731,11.21,79,0,2.05,clear sky
641,Parrita,CR,9.5201,-84.3225,31.1,81,99,1.95,overcast clouds
642,Edson,CA,53.5835,-116.4356,18.93,74,100,0.08,moderate rain
643,Plyussa,RU,58.4308,29.3654,13.42,95,100,5.55,overcast clouds
644,Taoudenni,ML,22.6783,-3.9836,34.69,32,99,9.85,overcast clouds
645,Viedma,AR,-40.8135,-62.9967,18.19,25,68,5.11,broken clouds
646,Olga,RU,43.7444,135.2892,19.38,96,100,0.64,overcast clouds
647,Michigan City,US,41.7075,-86.895,25.76,55,1,3.6,clear sky
648,Gold Coast,AU,-28.0,153.4333,18.47,94,40,0.45,scattered clouds
649,Te Anau,NZ,-45.4167,167.7167,3.55,93,50,0.69,scattered clouds
650,Oranjemund,NA,-28.55,16.4333,16.16,53,0,0.62,clear sky
651,Upington,ZA,-28.4478,21.2561,14.93,20,0,4.04,clear sky
652,Iberia,US,29.9502,-91.7507,30.54,94,90,7.72,thunderstorm with heavy rain
653,Bucu,RO,44.6053,27.4934,27.2,68,0,6.6,clear sky
654,Port Said,EG,31.2565,32.2841,28.99,68,0,2.28,clear sky
655,Malartic,CA,48.1335,-78.1328,21.12,60,89,4.33,overcast clouds
656,Kalofer,BG,42.6167,24.9833,24.38,40,8,2.79,clear sky
657,Nyurba,RU,63.2842,118.3319,14.4,60,0,2.23,clear sky
658,Mikun,RU,62.3547,50.0771,13.77,94,82,1.12,broken clouds
659,Kathu,TH,7.9178,98.3332,27.9,80,100,8.51,overcast clouds
660,Spirit River,CA,55.7833,-118.8361,19.7,74,100,0.78,overcast clouds
661,Quime,BO,-16.9833,-67.2167,9.11,79,99,2.49,overcast clouds
662,Yambio,SS,4.5721,28.3955,19.45,97,100,2.2,overcast clouds
663,Filingue,NE,14.3521,3.3168,33.73,40,100,2.31,overcast clouds
664,Biak,ID,-0.9131,122.8766,23.95,80,64,2.98,broken clouds
665,Denpasar,ID,-8.65,115.2167,24.81,94,75,4.12,broken clouds
666,Lakatoro,VU,-16.0999,167.4164,22.68,60,96,3.71,overcast clouds
667,Choix,MX,26.7092,-108.3219,36.75,36,97,2.88,overcast clouds
668,Manokwari,ID,-0.8667,134.0833,25.76,78,95,1.13,overcast clouds
669,Umm Lajj,SA,25.0213,37.2685,32.04,44,4,1.07,clear sky
670,College,US,64.8569,-147.8028,28.89,49,20,3.09,few clouds
671,Shache,CN,38.4167,77.2406,17.67,58,100,1.72,overcast clouds
672,Sistranda,NO,63.7256,8.834,11.06,68,28,2.26,scattered clouds
673,Agirish,RU,61.9247,63.0231,13.68,84,78,2.27,broken clouds
674,Macia,MZ,-25.0269,33.0989,18.85,76,4,4.44,clear sky
675,Mbandaka,CD,0.0487,18.2603,24.47,62,93,1.76,overcast clouds
676,Qujing,CN,25.4833,103.7833,14.4,90,3,1.18,clear sky
677,Havelock,US,34.8791,-76.9013,29.47,86,96,0.45,light rain
678,Tazmalt,DZ,36.3868,4.3989,23.83,74,75,2.21,broken clouds
679,Eureka,US,40.8021,-124.1637,28.71,73,46,1.34,scattered clouds
