City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
557,Syracuse,IT,29.38,clear sky,37.0881,15.2792,Hotel Posta
560,Lorengau,PG,27.48,few clouds,-2.0226,147.2712,Lorengau Harbourside Hotel
561,Kaspiyskiy,RU,26.68,clear sky,45.3929,47.3707,"Gostinitsa ""Gostevoy Dvor"""
562,Pontianak,ID,24.99,overcast clouds,-0.0333,109.3333,Aston Pontianak Hotel & Convention Center
563,Mattru,SL,22.42,scattered clouds,7.6244,-11.8332,"Mondkor Town, Bagbo Chiefdom, Bo District"
564,Xai-Xai,MZ,20.29,clear sky,-25.0519,33.6442,Complexo da Familia
565,Pennagaram,IN,23.44,overcast clouds,12.1333,77.9,Ranga Lodge
566,Brits,ZA,16.82,clear sky,-25.6347,27.7802,By Die Vlei
567,Kalianget,ID,25.82,scattered clouds,-7.05,113.9333,Pesanggrahan Garam
568,Bakel,SN,27.02,overcast clouds,14.905,-12.4568,Ablaye Diallo Bakel
569,Ginir,ET,17.4,overcast clouds,7.1333,40.7,Sura Dare Village
570,Fujin,CN,24.26,overcast clouds,47.26,132.0322,Xilong Hotel Fujin Shop
571,Parsabad,IR,27.88,broken clouds,39.6482,47.9174,Peacock Hotel Magi
572,Saint-Georges,GD,27.65,few clouds,12.0564,-61.7485,Radisson Grenada Beach Resort
573,Shizunai,JP,23.29,overcast clouds,42.3339,142.3669,Shizunai Eclipse Hotel
575,Epe,NG,23.94,light rain,6.5841,3.9834,MAGVILLE HOTEL
576,Taganak,PH,28.86,broken clouds,6.0833,118.3,Taganak
578,San Policarpo,PH,27.58,overcast clouds,12.1791,125.5072,JM Lodge
579,Karratha,AU,15.42,clear sky,-20.7377,116.8463,ibis Styles Karratha
581,Siocon,PH,26.14,overcast clouds,7.7061,122.1353,ABS Hotel
584,Inhambane,MZ,19.75,clear sky,-23.865,35.3833,Oceano
586,Altamira,BR,28.63,broken clouds,-3.2033,-52.2064,Requinte Hotel
588,Comodoro Rivadavia,AR,16.92,few clouds,-45.8667,-67.5,Austral Hotel
589,Saint-Pierre,RE,19.82,clear sky,-21.3393,55.4781,Lindsey Hôtel
590,Kalemie,CD,21.42,clear sky,-5.9475,29.1947,Mahobilali
591,Omboue,GA,24.16,overcast clouds,-1.5746,9.2618,Hotel Olako
592,Camacha,PT,21.41,scattered clouds,33.0833,-16.3333,Hotel Porto Santo & Spa
598,Quesnel,CA,29.28,haze,52.9999,-122.5029,Ramada by Wyndham Quesnel
599,Malanje,AO,21.34,clear sky,-9.5402,16.341,Malanje Hotel
600,Ternate,ID,27.39,broken clouds,0.8,127.4,Grand Dafam Bela Ternate
604,Selikhino,RU,17.21,few clouds,50.3672,137.4996,Tosklivyy Dom
605,Toumodi,CI,23.29,overcast clouds,6.5613,-5.0158,Hotel Akanza
610,Mitsamiouli,KM,24.66,clear sky,-11.3847,43.2844,Foyer ADM
611,Itarema,BR,26.07,clear sky,-2.9248,-39.9167,"Sea Lounge! Bar, Club & Restaurant"
614,Guerrero Negro,MX,29.55,few clouds,27.9769,-114.0611,"Casa Laguna, Bed & Breakfast"
616,Turukhansk,RU,16.48,overcast clouds,65.8167,87.9833,"ООО ""Туруханская пушнина"""
617,La Peca,PE,25.04,light rain,-5.6111,-78.435,Hospedaje San Miguelito
618,Reconquista,AR,16.4,clear sky,-29.15,-59.65,Grand Hotel
619,Roma,US,23.92,few clouds,43.2128,-75.4557,Wingate By Wyndham Rome
620,Hailey,US,23.92,light rain,43.5196,-114.3153,Wood River Inn & Suites
621,Lajedo,BR,17.97,broken clouds,-8.6636,-36.32,Pousada Correia
623,Shenjiamen,CN,25.98,moderate rain,29.9576,122.298,Jinjiang Inn Zhoushan Putuo Shenjiamen
624,Kandrian,PG,25.57,light rain,-6.2167,149.55,Kandrian Station
626,Georgiyevka,KZ,20.02,few clouds,43.0369,74.7114,Gostinitsa Imperiya
627,Borovskoy,KZ,18.5,overcast clouds,53.8,64.15,Аренда жилья/Баня
629,Fereydun Kenar,IR,26.17,overcast clouds,36.6864,52.5225,Khezer Shahr Tourist Hotel
630,Mokolo,CM,22.89,light rain,10.7398,13.8019,Diwa Hôtel
633,Popondetta,PG,22.82,broken clouds,-8.7537,148.2534,Timos Transit House
634,Baruun-Urt,MN,16.61,overcast clouds,46.6806,113.2792,Ахмадын амралт сувилал
635,Chicama,PE,19.3,clear sky,-7.8447,-79.1469,Balihai Bungalows
636,Kaura Namoda,NG,25.37,overcast clouds,12.5898,6.5779,Moonlight Hotel
638,Yaritagua,VE,25.91,light rain,10.08,-69.1261,Apartamento de Julian Cotillo
639,Dhidhdhoo,MV,27.97,overcast clouds,6.8833,73.1,Dhidhoo beach
642,Edson,CA,18.93,moderate rain,53.5835,-116.4356,"Holiday Inn Express & Suites Edson, an IHG Hotel"
645,Viedma,AR,18.19,broken clouds,-40.8135,-62.9967,Hotel Cristal
646,Olga,RU,19.38,overcast clouds,43.7444,135.2892,Gostinitsa Rosmorport.
647,Michigan City,US,25.76,clear sky,41.7075,-86.895,Microtel Inn & Suites by Wyndham Michigan City
648,Gold Coast,AU,18.47,scattered clouds,-28.0,153.4333,Mantra Towers of Chevron Surfers Paradise
654,Port Said,EG,28.99,clear sky,31.2565,32.2841,Aracan Hotel
655,Malartic,CA,21.12,overcast clouds,48.1335,-78.1328,Camping Regional De Malartic
656,Kalofer,BG,24.38,clear sky,42.6167,24.9833,Family Hotel George
659,Kathu,TH,27.9,overcast clouds,7.9178,98.3332,Novotel Phuket Resort
660,Spirit River,CA,19.7,overcast clouds,55.7833,-118.8361,Motel 49
662,Yambio,SS,19.45,overcast clouds,4.5721,28.3955,Naivasha Hotel
664,Biak,ID,23.95,broken clouds,-0.9131,122.8766,Penginapan Kim
665,Denpasar,ID,24.81,broken clouds,-8.65,115.2167,ASTON Denpasar Hotel & Convention Center
666,Lakatoro,VU,22.68,overcast clouds,-16.0999,167.4164,Lakatoro Palm Lodge
668,Manokwari,ID,25.76,overcast clouds,-0.8667,134.0833,Swiss Belhotel Manokwari
670,College,US,28.89,few clouds,64.8569,-147.8028,Pike's Waterfront Lodge
671,Shache,CN,17.67,overcast clouds,38.4167,77.2406,Delong Hotel
674,Macia,MZ,18.85,clear sky,-25.0269,33.0989,Hotel Taskin Macia
675,Mbandaka,CD,24.47,overcast clouds,0.0487,18.2603,Guest House Epervier
677,Havelock,US,29.47,light rain,34.8791,-76.9013,Sherwood Motel
678,Tazmalt,DZ,23.83,broken clouds,36.3868,4.3989,Hôtel Numédia
679,Eureka,US,28.71,scattered clouds,40.8021,-124.1637,Eureka Inn Trademark By Wyndham
